1	0.842105263	0.191699605	0.572192513	0.257731959	0.619565217	0.627586207	0.573839662	0.283018868	0.593059937	0.368866328	0.455284553	0.970695971	0.561340942
1	0.571052632	0.205533597	0.417112299	0.030927835	0.326086957	0.575862069	0.510548523	0.245283019	0.27444795	0.262267343	0.463414634	0.78021978	0.55064194
1	0.560526316	0.320158103	0.700534759	0.412371134	0.336956522	0.627586207	0.611814346	0.320754717	0.757097792	0.372250423	0.447154472	0.695970696	0.646932953
1	0.878947368	0.239130435	0.609625668	0.319587629	0.467391304	0.989655172	0.664556962	0.20754717	0.558359621	0.551607445	0.308943089	0.798534799	0.857346648
1	0.581578947	0.365612648	0.807486631	0.536082474	0.52173913	0.627586207	0.495780591	0.490566038	0.444794953	0.257191201	0.455284553	0.608058608	0.32596291
1	0.834210526	0.201581028	0.582887701	0.237113402	0.456521739	0.789655172	0.643459916	0.396226415	0.492113565	0.462774958	0.463414634	0.578754579	0.835948645
1	0.884210526	0.223320158	0.582887701	0.206185567	0.282608696	0.524137931	0.459915612	0.320754717	0.495268139	0.335871404	0.43902439	0.846153846	0.721825963
1	0.797368421	0.278656126	0.668449198	0.360824742	0.554347826	0.55862069	0.457805907	0.339622642	0.264984227	0.318950931	0.471544715	0.846153846	0.725392297
1	1	0.177865613	0.43315508	0.175257732	0.293478261	0.627586207	0.556962025	0.301886792	0.495268139	0.331641286	0.487804878	0.578754579	0.547075606
1	0.744736842	0.12055336	0.486631016	0.278350515	0.304347826	0.689655172	0.592827004	0.169811321	0.454258675	0.502538071	0.430894309	0.835164835	0.547075606
1	0.807894737	0.280632411	0.502673797	0.381443299	0.380434783	0.679310345	0.628691983	0.169811321	0.621451104	0.378172589	0.62601626	0.695970696	0.87874465
1	0.813157895	0.146245059	0.513368984	0.319587629	0.27173913	0.420689655	0.44092827	0.245283019	0.365930599	0.314720812	0.56097561	0.567765568	0.714693295
2	0.352631579	0.039525692	0	0	0.195652174	0.344827586	0.048523207	0.283018868	0.003154574	0.056683587	0.463414634	0.201465201	0.172610556
2	0.342105263	0.071146245	0.49197861	0.278350515	0.336956522	0.368965517	0.158227848	0.943396226	0	0.168358714	0.62601626	0.146520147	0.286733238
2	0.423684211	0.122529644	0.352941176	0.319587629	0.326086957	0.35862069	0.225738397	0.754716981	0.066246057	0.378172589	0.406504065	0.117216117	0.122681883
2	0.694736842	0.100790514	0.299465241	0.381443299	0.260869565	0.386206897	0.305907173	0.358490566	0.100946372	0.21319797	0.609756098	0.435897436	0.2510699
2	0.352631579	0.077075099	0.427807487	0.432989691	0.184782609	0.868965517	0.582278481	0.113207547	0.460567823	0.268189509	0.601626016	0.586080586	0.10128388
