1	0.222222222	0.625	0.06779661	0.041666667 
1	0.166666667	0.416666667	0.06779661	0.041666667 
1	0.111111111	0.5	0.050847458	0.041666667 
1	0.083333333	0.458333333	0.084745763	0.041666667 
1	0.194444444	0.666666667	0.06779661	0.041666667
1	0.305555556	0.791666667	0.118644068	0.125
1	0.083333333	0.583333333	0.06779661	0.083333333
1	0.194444444	0.583333333	0.084745763	0.041666667
1	0.027777778	0.375	0.06779661	0.041666667
1	0.166666667	0.458333333	0.084745763	0
2	0.75	0.5	0.627118644	0.541666667
2	0.583333333	0.5	0.593220339	0.583333333
2	0.722222222	0.458333333	0.661016949	0.583333333
2	0.333333333	0.125	0.508474576	0.5
2	0.611111111	0.333333333	0.610169492	0.583333333
2	0.388888889	0.333333333	0.593220339	0.5
2	0.555555556	0.541666667	0.627118644	0.625
2	0.166666667	0.166666667	0.389830508	0.375
2	0.638888889	0.375	0.610169492	0.5
2	0.25	0.291666667	0.491525424	0.541666667
3	0.555555556	0.541666667	0.847457627	1
3	0.416666667	0.291666667	0.694915254	0.75
3	0.777777778	0.416666667	0.830508475	0.833333333
3	0.555555556	0.375	0.779661017	0.708333333
3	0.611111111	0.416666667	0.813559322	0.875
3	0.916666667	0.416666667	0.949152542	0.833333333
3	0.166666667	0.208333333	0.593220339	0.666666667
3	0.833333333	0.375	0.898305085	0.708333333
3	0.666666667	0.208333333	0.813559322	0.708333333
3	0.805555556	0.666666667	0.86440678	1
