1	0.305555556	0.75	0.084745763	0.041666667
1	0.138888889	0.75	0.101694915	0.041666667
1	0.138888889	0.708333333	0.06779661	0
1	0	0.708333333	0.016949153	0
1	0.416666667	0.708333333	0.033898305	0.041666667
1	0.388888889	0.666666667	0.084745763	0.125
1	0.305555556	0.666666667	0.050847458	0.125
1	0.222222222	0.666666667	0.06779661	0.083333333
1	0.388888889	0.666666667	0.118644068	0.083333333
1	0.222222222	0.625	0.084745763	0.083333333
1	0.305555556	0.625	0.118644068	0.041666667
1	0.222222222	0.625	0.084745763	0.125
1	0.083333333	0.625	0	0.041666667
1	0.222222222	0.625	0.118644068	0.166666667
1	0.138888889	0.625	0.152542373	0.041666667
1	0.194444444	0.583333333	0.101694915	0.041666667
1	0.194444444	0.583333333	0.101694915	0.125
1	0.25	0.583333333	0.084745763	0.041666667
1	0.25	0.583333333	0.06779661	0.041666667
1	0.111111111	0.583333333	0.101694915	0.041666667
1	0.138888889	0.583333333	0.101694915	0.041666667
1	0.305555556	0.583333333	0.084745763	0.125
1	0.25	0.583333333	0.084745763	0
1	0.333333333	0.583333333	0.06779661	0.041666667
1	0.166666667	0.583333333	0.084745763	0.041666667
1	0.194444444	0.583333333	0.033898305	0.041666667
1	0.333333333	0.583333333	0.050847458	0.041666667
1	0.166666667	0.541666667	0.06779661	0
1	0.027777778	0.541666667	0.050847458	0.041666667
1	0.222222222	0.541666667	0.084745763	0.041666667
1	0.194444444	0.541666667	0.050847458	0.083333333
1	0.055555556	0.541666667	0.050847458	0.083333333
1	0.027777778	0.541666667	0.050847458	0.041666667
1	0.194444444	0.5	0.101694915	0.208333333
1	0.222222222	0.5	0.152542373	0.125
1	0.138888889	0.5	0.06779661	0.083333333
1	0.222222222	0.5	0.101694915	0.041666667
1	0.083333333	0.5	0.06779661	0.041666667
1	0.277777778	0.5	0.084745763	0.041666667
1	0.194444444	0.5	0.06779661	0.041666667
2	0.194444444	0.458333333	0.423728814	0.375
2	0.444444444	0.458333333	0.542372881	0.583333333
2	0.472222222	0.458333333	0.508474576	0.375
2	0.5	0.458333333	0.627118644	0.541666667
2	0.361111111	0.458333333	0.440677966	0.5
2	0.666666667	0.458333333	0.576271186	0.541666667
2	0.361111111	0.458333333	0.593220339	0.583333333
2	0.416666667	0.416666667	0.525423729	0.375
2	0.527777778	0.416666667	0.593220339	0.583333333
2	0.361111111	0.416666667	0.491525424	0.416666667
2	0.444444444	0.416666667	0.644067797	0.708333333
2	0.5	0.416666667	0.508474576	0.5
2	0.555555556	0.416666667	0.661016949	0.583333333
2	0.5	0.416666667	0.627118644	0.458333333
2	0.583333333	0.416666667	0.559322034	0.5
2	0.638888889	0.416666667	0.576271186	0.541666667
2	0.694444444	0.416666667	0.644067797	0.541666667
2	0.666666667	0.416666667	0.677966102	0.666666667
2	0.472222222	0.416666667	0.593220339	0.583333333
2	0.388888889	0.416666667	0.423728814	0.375
2	0.333333333	0.416666667	0.474576271	0.416666667
2	0.333333333	0.416666667	0.457627119	0.375
2	0.416666667	0.416666667	0.491525424	0.458333333
2	0.472222222	0.416666667	0.694915254	0.625
2	0.305555556	0.416666667	0.593220339	0.583333333
2	0.472222222	0.416666667	0.593220339	0.625
2	0.666666667	0.416666667	0.627118644	0.583333333
2	0.555555556	0.416666667	0.576271186	0.5
2	0.361111111	0.416666667	0.525423729	0.5
2	0.333333333	0.416666667	0.508474576	0.5
2	0.333333333	0.416666667	0.576271186	0.458333333
2	0.5	0.416666667	0.610169492	0.541666667
2	0.416666667	0.416666667	0.508474576	0.458333333
2	0.194444444	0.375	0.389830508	0.375
2	0.361111111	0.375	0.542372881	0.5
2	0.388888889	0.375	0.542372881	0.458333333
2	0.388888889	0.375	0.542372881	0.5
2	0.527777778	0.375	0.559322034	0.5
2	0.222222222	0.375	0.338983051	0.416666667
2	0.388888889	0.375	0.525423729	0.5
3	0.611111111	0.333333333	0.694915254	0.791666667
