cp	0.550561798	0.154761905	0	1	0.636363636	0.216494845	0.353535354
cp	0.078651685	0.285714286	0	1	0.613636364	0.329896907	0.444444444
cp	0.629213483	0.285714286	0	1	0.556818182	0.350515464	0.464646465
cp	0.662921348	0.392857143	0	1	0.590909091	0.432989691	0.363636364
cp	0.258426966	0.19047619	0	1	0.625	0.226804124	0.353535354
cp	0.752808989	0.273809524	0	1	0.409090909	0.360824742	0.464646465
cp	0.325842697	0.142857143	0	1	0.5	0.206185567	0.343434343
cp	0.235955056	0.214285714	0	1	0.579545455	0.257731959	0.393939394
cp	0.224719101	0.333333333	0	1	0.522727273	0.494845361	0.575757576
cp	0.471910112	0.285714286	0	1	0.636363636	0.154639175	0.303030303
cp	0.471910112	0.095238095	0	1	0.647727273	0.24742268	0.373737374
cp	0.280898876	0.380952381	0	1	0.5	0.144329897	0.292929293
cp	0.438202247	0.19047619	0	1	0.522727273	0.216494845	0.353535354
cp	0.573033708	0.404761905	0	1	0.522727273	0.298969072	0.353535354
cp	0.247191011	0.321428571	0	1	0.545454545	0.134020619	0.282828283
cp	0.280898876	0.285714286	0	1	0.522727273	0.422680412	0.525252525
cp	0.382022472	0.345238095	0	1	0.431818182	0.216494845	0.353535354
cp	0.494382022	0.130952381	0	1	0.625	0.505154639	0.585858586
cp	0.258426966	0.285714286	0	1	0.443181818	0.257731959	0.383838384
cp	0.460674157	0.488095238	0	1	0.443181818	0.18556701	0.323232323
cp	0.449438202	0.345238095	0	1	0.431818182	0.195876289	0
cp	0.348314607	0.083333333	0	1	0.829545455	0.020618557	0.141414141
cp	0.573033708	0.452380952	0	1	0.465909091	0.319587629	0.434343434
cp	0.337078652	0	0	1	0.636363636	0.082474227	0.232323232
cp	0.404494382	0.273809524	0	1	0.545454545	0.195876289	0.232323232
cp	0.325842697	0.25	0	1	0.545454545	0.422680412	0.525252525
cp	0.280898876	0.285714286	0	1	0.534090909	0.309278351	0.424242424
cp	0.235955056	0.416666667	0	1	0.568181818	0.298969072	0.414141414
cp	0.483146067	0.25	0	1	0.602272727	0.329896907	0.444444444
im	0.06741573	0.535714286	0	1	0.556818182	0.917525773	0.373737374
im	0.494382022	0.428571429	0	1	0.488636364	0.453608247	0.545454545
im	0.707865169	0.369047619	0	1	0.579545455	0.81443299	0.848484848
im	0.258426966	0.380952381	0	1	0.670454545	0.87628866	0.898989899
im	0.382022472	0.392857143	0	1	0.659090909	0.845360825	0.808080808
im	0.483146067	0.285714286	0	1	0.659090909	0.742268041	0.787878788
im	0.516853933	0.535714286	0	1	0.545454545	0.855670103	0.878787879
im	0.303370787	0.226190476	0	1	0.579545455	0.762886598	0.797979798
im	0.584269663	0.273809524	0	1	0.738636364	0.701030928	0.737373737
im	0.325842697	0.369047619	0	1	0.806818182	0.639175258	0.696969697
im	0.617977528	0.369047619	0	1	0.647727273	0.773195876	0.808080808
im	0.134831461	0.607142857	0	1	0.840909091	0.567010309	0.636363636
im	0.449438202	0.404761905	0	1	0.738636364	0.81443299	0.848484848
im	0.820224719	0.238095238	0	1	0.602272727	0.907216495	0.929292929
im	0.943820225	0.333333333	0	1	0.545454545	0.701030928	0.747474747
imU	0.808988764	0.30952381	0	1	0.738636364	0.762886598	0.797979798
imU	0.887640449	0.297619048	0	1	0.75	0.804123711	0.838383838
imU	0.93258427	0.380952381	0	1	0.738636364	0.75257732	0.797979798
imU	0.775280899	0.321428571	0	1	0.670454545	0.731958763	0.777777778
imU	0.887640449	0.238095238	0	1	0.522727273	0.81443299	0.707070707
imU	0.876404494	0.202380952	0	1	0.647727273	0.762886598	0.797979798
imU	0.842696629	0.25	0	1	0.727272727	0.690721649	0.747474747
om	0.876404494	0.619047619	0	1	0.943181818	0.381443299	0.292929293
om	0.707865169	0.630952381	0	1	0.738636364	0.391752577	0.282828283
om	0.752808989	0.857142857	0	1	0.829545455	0.484536082	0.252525253
om	0.685393258	0.702380952	0	1	0.579545455	0.309278351	0.333333333
pp	0.831460674	0.392857143	0	1	0.477272727	0.525773196	0.363636364
pp	0.786516854	0.535714286	0	1	0.636363636	0.505154639	0.434343434
pp	0.741573034	0.833333333	0	1	0.386363636	0.391752577	0.363636364
pp	0.820224719	0.738095238	0	1	0.659090909	0.494845361	0.313131313
pp	0.730337079	0.488095238	0	1	0.534090909	0.453608247	0.515151515
pp	0.808988764	0.833333333	0	1	0.193181818	0.536082474	0.212121212
pp	0.752808989	0.642857143	0	1	0.522727273	0.432989691	0.333333333
pp	0.752808989	0.773809524	0	1	0.613636364	0.474226804	0.232323232
pp	0.752808989	0.535714286	0	1	0.579545455	0.350515464	0.383838384
pp	0.707865169	1	0	1	0.397727273	0.494845361	0.494949495
