1	0.715789474	0.195652174	0.561497326	0.278350515	0.206521739	0.55862069	0.510548523	0.301886792	0.441640379	0.365482234	0.544715447	0.597069597	0.743223966
1	0.978947368	0.195652174	0.550802139	0.041237113	0.22826087	0.731034483	0.706751055	0.566037736	0.757097792	0.34856176	0.62601626	0.534798535	0.621968616
1	0.881578947	0.223320158	0.545454545	0.072164948	0.347826087	0.8	0.696202532	0.301886792	0.804416404	0.526226734	0.585365854	0.633699634	0.905135521
1	0.684210526	0.211462451	0.71657754	0.340206186	0.456521739	0.644827586	0.542194093	0.320754717	0.331230284	0.509306261	0.650406504	0.58974359	0.736091298
1	0.860526316	0.233201581	0.727272727	0.484536082	0.543478261	0.627586207	0.5907173	0.377358491	0.492113565	0.416243655	0.479674797	0.505494505	0.714693295
1	0.736842105	0.164031621	0.673796791	0.484536082	0.489130435	0.679310345	0.64556962	0.509433962	0.413249211	0.450084602	0.528455285	0.476190476	0.607703281
1	0.831578947	0.16798419	0.598930481	0.304123711	0.413043478	0.8	0.757383966	0.358490566	0.457413249	0.627749577	0.609756098	0.567765568	1
1	0.686842105	0.466403162	0.64171123	0.237113402	0.5	0.593103448	0.567510549	0.075471698	0.394321767	0.323181049	0.390243902	0.765567766	0.404422254
1	0.797368421	0.175889328	0.49197861	0.278350515	0.608695652	0.696551724	0.597046414	0.20754717	0.533123028	0.369712352	0.495934959	0.893772894	0.358059914
1	0.5	0.604743083	0.689839572	0.412371134	0.347826087	0.493103448	0.436708861	0.226415094	0.495268139	0.272419628	0.447154472	0.824175824	0.350927247
1	0.705263158	0.221343874	0.534759358	0.309278351	0.336956522	0.562068966	0.535864979	0.264150943	0.403785489	0.21319797	0.512195122	1	0.539942939
1	0.478947368	0.169960474	0.620320856	0.371134021	0.27173913	0.517241379	0.428270042	0.245283019	0.331230284	0.224196277	0.495934959	0.864468864	0.525677603
1	0.65	0.211462451	0.668449198	0.484536082	0.282608696	0.534482759	0.478902954	0.283018868	0.394321767	0.189509306	0.520325203	0.934065934	0.404422254
1	0.531578947	0.258893281	0.994652406	0.742268041	0.586956522	0.568965517	0.493670886	0.641509434	0.476340694	0.194585448	0.528455285	0.706959707	0.393723252
1	0.621052632	0.203557312	0.673796791	0.283505155	0.25	0.644827586	0.548523207	0.396226415	0.32807571	0.297800338	0.357723577	0.714285714	0.654065621
1	0.597368421	0.193675889	0.417112299	0.329896907	0.260869565	0.489655172	0.390295359	0.264150943	0.296529968	0.225888325	0.43902439	0.549450549	0.718259629
1	0.747368421	0.229249012	0.770053476	0.453608247	0.402173913	0.679310345	0.554852321	0.452830189	0.425867508	0.272419628	0.62601626	0.78021978	0.454350927
1	0.786842105	0.185770751	0.454545455	0.278350515	0.282608696	0.575862069	0.419831224	0.245283019	0.495268139	0.289340102	0.455284553	0.84981685	0.539942939
1	0.710526316	0.150197628	0.71657754	0.613402062	0.336956522	0.696551724	0.613924051	0.301886792	0.621451104	0.37394247	0.577235772	0.527472527	0.718259629
1	0.671052632	0.181818182	0.534759358	0.43814433	0.391304348	0.648275862	0.601265823	0.169811321	0.485804416	0.475465313	0.495934959	0.58974359	0.882310984
1	0.697368421	0.21541502	0.534759358	0.340206186	0.369565217	0.496551724	0.495780591	0.547169811	0.492113565	0.216582064	0.609756098	0.586080586	0.507845934
1	0.718421053	0.156126482	0.71657754	0.458762887	0.673913043	0.679310345	0.506329114	0.698113208	0.296529968	0.34856176	0.62601626	0.633699634	0.682596291
1	0.652631579	0.209486166	0.689839572	0.432989691	0.434782609	0.472413793	0.462025316	0.301886792	0.356466877	0.247038917	0.504065041	0.586080586	0.582738944
1	0.644736842	0.211462451	0.561497326	0.510309278	0.326086957	0.593103448	0.556962025	0.245283019	0.457413249	0.323181049	0.455284553	0.805860806	0.457917261
1	0.592105263	0.177865613	0.79144385	0.25257732	0.434782609	0.55862069	0.493670886	0.396226415	0.299684543	0.280879865	0.495934959	0.553113553	0.429386591
